                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     85,                0.52745,                 0.4157,                0.84682,                0.99887,                      1,                  0.995,                 0.8657,                0.59026,                0.24713,                0.87553,               8.42e-05,               8.42e-05,               8.42e-05
                     86,                0.52496,                0.41549,                 0.8497,                0.99889,                      1,                  0.995,                0.86295,                0.60175,                0.25326,                0.87857,              7.925e-05,              7.925e-05,              7.925e-05
                     87,                0.52932,                0.41179,                0.86337,                0.99887,                      1,                  0.995,                0.86576,                0.60743,                0.25953,                0.87718,               7.43e-05,               7.43e-05,               7.43e-05
                     88,                0.51835,                0.39962,                0.84478,                 0.9989,                      1,                  0.995,                0.86126,                0.61319,                0.26302,                0.87808,              6.935e-05,              6.935e-05,              6.935e-05
                     89,                0.53551,                0.40648,                0.85861,                0.99887,                      1,                  0.995,                0.85451,                0.61147,                0.26577,                0.87918,               6.44e-05,               6.44e-05,               6.44e-05
                     90,                0.52118,                  0.405,                0.85705,                0.99886,                      1,                  0.995,                0.84882,                0.60913,                0.26059,                0.87863,              5.945e-05,              5.945e-05,              5.945e-05
                     91,                0.51415,                0.48748,                0.87336,                0.99887,                      1,                  0.995,                0.85239,                0.61554,                0.25969,                0.87915,               5.45e-05,               5.45e-05,               5.45e-05
                     92,                0.51837,                0.49147,                0.84929,                0.99887,                      1,                  0.995,                0.85104,                0.60811,                0.26255,                0.87568,              4.955e-05,              4.955e-05,              4.955e-05
                     93,                0.50619,                0.48277,                  0.878,                0.99886,                      1,                  0.995,                0.84374,                 0.6037,                0.25897,                0.87391,               4.46e-05,               4.46e-05,               4.46e-05
                     94,                0.50781,                0.47889,                0.86239,                0.99886,                      1,                  0.995,                0.85483,                0.60252,                0.25573,                0.87447,              3.965e-05,              3.965e-05,              3.965e-05
                     95,                0.50735,                0.47448,                0.86174,                0.99884,                      1,                  0.995,                0.85909,                0.60547,                0.26348,                0.87516,               3.47e-05,               3.47e-05,               3.47e-05
                     96,                0.49761,                0.46968,                 0.8644,                0.99883,                      1,                  0.995,                0.85713,                0.60143,                0.26196,                0.87287,              2.975e-05,              2.975e-05,              2.975e-05
                     97,                 0.5219,                0.47626,                 0.8725,                0.99886,                      1,                  0.995,                0.85253,                0.59993,                0.26037,                0.87216,               2.48e-05,               2.48e-05,               2.48e-05
                     98,                0.51056,                0.47316,                0.86506,                0.99885,                      1,                  0.995,                0.85687,                0.59814,                0.26116,                0.87159,              1.985e-05,              1.985e-05,              1.985e-05
                     99,                0.50846,                0.46344,                0.85823,                0.99886,                      1,                  0.995,                0.85665,                0.59671,                0.25589,                0.87238,               1.49e-05,               1.49e-05,               1.49e-05
                    100,                0.49639,                0.46186,                 0.8674,                0.99885,                      1,                  0.995,                0.85119,                0.60208,                0.25702,                 0.8735,               9.95e-06,               9.95e-06,               9.95e-06
